region,activity,s_ele,u_need,net,residual
IN,Other Fossil,15163.600740425314,0.0,0.0,15163.600740425314
IN,Solar,235359.7516571078,11761.80640153462,11761.80640153462,223597.94525557317
IN,Wind,181678.40153056188,9083.920076528097,9083.920076528097,172594.48145403378
IN,Nuclear,93180.52248617714,4659.026124308858,4659.026124308858,88521.49636186828
IT,Bioenergy,50448.82425043389,257.1584931665039,257.1584931665039,50191.66575726739
IT,"Biogasification of food waste, incl. land application",226.86176684350465,2.3695261532425267,2.3695261532425267,224.49224069026212
IT,"Biogasification of paper, incl. land application",31.508578725018463,0.2107457488756692,0.2107457488756692,31.297832976142793
IT,"Biogasification of sewage slugde, incl. land application",38.29210100667622,0.3172068377046098,0.3172068377046098,37.97489416897161
IT,Coal,41637.081360749224,1619.758442178029,1619.758442178029,40017.3229185712
IT,Gas,374757.51157343714,14495.673883098922,14495.673883098922,360261.8376903382
IT,Hydro,127612.3362266426,6705.710433826431,6705.710433826431,120906.62579281616
IT,Incineration of waste: Food,2019.005908467186,1303.0373243277384,1303.0373243277384,715.9685841394476
IT,Incineration of waste: Oil/Hazardous waste,3207.923339562581,510.9605384461584,510.9605384461584,2696.9628011164227
IT,Incineration of waste: Paper,2956.3038566827513,415.1218259493827,415.1218259493827,2541.1820307333687
IT,Incineration of waste: Plastic,4919.864154075251,852.0264974895482,852.0264974895482,4067.8376565857025
IT,Incineration of waste: Textiles,455.5226293086832,188.81367161703187,188.81367161703187,266.70895769165134
IT,Incineration of waste: Wood,1147.1061544269205,277.0322301803119,277.0322301803119,870.0739242466086
IT,Other Fossil,45292.05206186645,1776.9201676850048,1776.9201676850048,43515.131894181446
IT,Other Renewables,17928.018640038743,699.2325207231478,699.2325207231478,17228.786119315595
IT,Solar,96727.00026593584,3775.9334648186455,3775.9334648186455,92951.0668011172
IT,Wind,74457.55058160596,2908.583363856939,2908.583363856939,71548.96721774901
JP,Bioenergy,151092.67686545264,0.0,0.0,151092.67686545264
JP,"Biogasification of sewage slugde, incl. land application",201.9262566072023,1.023703619312634,1.023703619312634,200.90255298788966
JP,Coal,968583.3778023,35947.56131731424,35947.56131731424,932635.8164849858
JP,Gas,1217534.2563483885,45186.56675259653,45186.56675259653,1172347.689595792
JP,Hydro,276829.3482202059,13841.75935213762,13841.75935213762,262987.5888680683
JP,Incineration of waste: Food,31133.869171506296,17785.059506716178,17785.059506716178,13348.809664790118
JP,Incineration of waste: Oil/Hazardous waste,9080.711841356317,3236.052331941737,3236.052331941737,5844.65950941458
JP,Incineration of waste: Paper,31133.869171506296,11683.25936278951,11683.25936278951,19450.609808716785
JP,Incineration of waste: Plastic,6782.978032174265,1698.3027633341271,1698.3027633341271,5084.6752688401375
JP,Incineration of waste: Textiles,7024.339001151758,2691.0944986289715,2691.0944986289715,4333.244502522786
JP,Incineration of waste: Wood,8896.2996260382,3172.308468191902,3172.308468191902,5723.991157846298
JP,Other Fossil,326845.95174330106,12129.8965089035,12129.8965089035,314716.0552343976
JP,Other Renewables,12523.07751169452,0.0,0.0,12523.07751169452
JP,Solar,355306.37042584305,13186.49390783282,13186.49390783282,342119.8765180102
JP,Wind,38647.01083589587,1434.3097031599032,1434.3097031599032,37212.701132735965
JP,Nuclear,309614.9583589781,0.0,0.0,309614.9583589781
KR,Bioenergy,31326.120523151803,1476.3396681631227,1476.3396681631227,29849.78085498868
KR,"Biogasification of sewage slugde, incl. land application",88.36713895557666,0.59781946673024,0.59781946673024,87.76931948884642
KR,Coal,586900.2564427494,0.0,0.0,586900.2564427494
KR,Gas,507119.1729091118,19640.458495346313,19640.458495346313,487478.71441376547
KR,Hydro,11719.56305182739,0.0,0.0,11719.56305182739
KR,Incineration of waste: Food,1870.9458056585504,2369.786761981444,1870.9458056585504,0.0
KR,Incineration of waste: Oil/Hazardous waste,545.6925265373674,506.1167270486193,506.1167270486193,39.57579948874809
KR,Incineration of waste: Paper,1870.9458056585504,1787.6672705754634,1787.6672705754634,83.27853508308704
KR,Incineration of waste: Plastic,407.6134652000632,182.7064721899542,182.7064721899542,224.906993010109
KR,Incineration of waste: Textiles,422.1177110331885,315.50487321537264,315.50487321537264,106.61283781781589
KR,Incineration of waste: Wood,534.6105354463057,341.40658952545334,341.40658952545334,193.20394592085233
KR,Other Fossil,101194.12094525712,3880.539717606294,3880.539717606294,97313.58122765082
KR,Other Renewables,1379.841511076054,0.0,0.0,1379.841511076054
KR,Solar,94298.6470634608,3553.4560411817006,3553.4560411817006,90745.19102227909
KR,Wind,10711.777067888434,0.0,0.0,10711.777067888434
KR,Nuclear,569177.3972099047,17592.319722664844,17592.319722664844,551585.0774872398
LT,Bioenergy,835.6829329755697,0.0,0.0,835.6829329755697
LT,"Biogasification of sewage slugde, incl. land application",31.47370678459567,0.1297652264007452,0.1297652264007452,31.343941558194924
LT,Gas,640.160526099712,32.008026310925565,32.008026310925565,608.1524997887865
LT,Hydro,493.4091231811166,24.670456159055835,24.670456159055835,468.7386670220608
LT,Incineration of waste: Food,0.0046993026412314,0.0250130209698282,0.0046993026412314,0.0
LT,Incineration of waste: Oil/Hazardous waste,0.2341793641857492,0.0,0.0,0.2341793641857492
LT,Incineration of waste: Paper,0.0046993026412314,0.0,0.0,0.0046993026412314
LT,Incineration of waste: Plastic,0.0010238128845398,0.0691063826444286,0.0010238128845398,0.0
LT,Incineration of waste: Textiles,0.0010602443667078,0.0033683614847426,0.0010602443667078,0.0
LT,Incineration of waste: Wood,0.0013427949026154,0.1506121253799213,0.0013427949026154,0.0
LT,Other Fossil,458.88582824507665,1.3190353424752863,1.3190353424752863,457.5667929026014
LT,Solar,754.4709915545997,0.0,0.0,754.4709915545997
LT,Wind,2779.5088345171703,130.36434486639374,130.36434486639374,2649.1444896507764
LU,Bioenergy,3155.5372775439237,0.0,0.0,3155.5372775439237
LU,"Biogasification of sewage slugde, incl. land application",6.31084164651804,0.0060809357320903,0.0060809357320903,6.30476071078595
LU,Gas,734.8181602081314,5.164432108490364,5.164432108490364,729.6537280996411
LU,Hydro,764.8364547558508,0.0,0.0,764.8364547558508
LU,Incineration of waste: Food,107.64063903474263,38.531953816927434,38.531953816927434,69.10868521781521
LU,Incineration of waste: Oil/Hazardous waste,8.22466032035173,158.43456486548013,8.22466032035173,0.0
LU,Incineration of waste: Paper,118.70832126239851,23.8709930057133,23.8709930057133,94.83732825668521
LU,Incineration of waste: Plastic,69.99264182948436,7.067377838013,7.067377838013,62.925263991471354
LU,Incineration of waste: Textiles,24.28558861903135,12.626410953561644,12.626410953561644,11.659177665469707
LU,Incineration of waste: Wood,39.88220478442989,8.797124407177117,8.797124407177117,31.085080377252773
LU,Other Fossil,484.461440844777,0.0,0.0,484.461440844777
LU,Solar,2537.1327909584684,17.909516129998487,17.909516129998487,2519.22327482847
LU,Wind,4274.793297368099,30.1626126540002,30.1626126540002,4244.630684714099
LV,Bioenergy,1487.3177717580286,0.0,0.0,1487.3177717580286
LV,"Biogasification of sewage slugde, incl. land application",12.017763627883216,0.0464547270516108,0.0464547270516108,11.971308900831605
LV,Gas,3208.8866765089706,160.44433382544858,160.44433382544858,3048.442342683522
LV,Hydro,8562.826259987653,1081.3401726796003,1081.3401726796003,7481.486087308052
LV,Incineration of waste: Food,0.0036662228777832,0.011997164186782,0.0036662228777832,0.0
LV,Incineration of waste: Oil/Hazardous waste,13.47369628380438,2.4435967331940707,2.4435967331940707,11.03009955061031
LV,Incineration of waste: Paper,0.0915612025004958,0.2104048543270337,0.0915612025004958,0.0
LV,Incineration of waste: Plastic,0.000798741565998,0.0007019109720906,0.0007019109720906,9.683059390740005e-05
LV,Incineration of waste: Textiles,0.0008271629030126,0.0017525485839041,0.0008271629030126,0.0
LV,Incineration of waste: Wood,20.787044214675408,7.337271024341628,7.337271024341628,13.44977319033378
LV,Other Fossil,5.10006898158052,0.0,0.0,5.10006898158052
LV,Solar,539.4970315435805,0.0,0.0,539.4970315435805
LV,Wind,611.0085740025652,0.0,0.0,611.0085740025652
MT,Bioenergy,31.57969382691471,0.0,0.0,31.57969382691471
MT,Gas,6602.1997690136395,0.0,0.0,6602.1997690136395
MT,Other Fossil,54.87263415976232,0.0,0.0,54.87263415976232
MT,Solar,1015.1864471797992,50.759322358989955,50.759322358989955,964.4271248208092
MT,Wind,0.1084309537288716,0.0,0.0,0.1084309537288716
MX,Bioenergy,20093.39859035783,1238.9688600750603,1238.9688600750603,18854.42973028277
MX,"Biogasification of sewage slugde, incl. land application",448.1913302843768,4.418774530934355,4.418774530934355,443.7725557534425
MX,Coal,41005.08038122797,2540.838554276028,2540.838554276028,38464.24182695194
MX,Gas,664445.9588159957,40978.02289068329,40978.02289068329,623467.9359253125
MX,Hydro,62462.28430577299,3859.0027420196257,3859.0027420196257,58603.281563753364
MX,Other Fossil,106861.72462986685,6725.717424704208,6725.717424704208,100136.00720516263
MX,Solar,70736.03666650857,4353.287453728026,4353.287453728026,66382.74921278055
MX,Wind,62735.04537261044,3884.013106520351,3884.013106520351,58851.032266090086
MX,Nuclear,37550.106867953786,2325.075069244899,2325.075069244899,35225.031798708886
NL,Bioenergy,24444.121045967466,35.142483593137484,35.142483593137484,24408.97856237433
NL,"Biogasification of food waste, incl. land application",485.5339285765291,1.8934177290917575,1.8934177290917575,483.6405108474373
NL,"Biogasification of paper, incl. land application",67.43526786240338,0.1523308546470815,0.1523308546470815,67.2829370077563
NL,"Biogasification of sewage slugde, incl. land application",2098.009422464447,6.551012442260851,6.551012442260851,2091.4584100221864
NL,Coal,27994.90799093721,843.8065910496945,843.8065910496945,27151.101399887513
NL,Gas,147666.49453148167,3447.419178827375,3447.419178827375,144219.0753526543
NL,Hydro,222.91473411598344,0.0,0.0,222.91473411598344
NL,Incineration of waste: Food,6287.525026999034,1138.7796025908235,1138.7796025908235,5148.74542440821
NL,Incineration of waste: Oil/Hazardous waste,7518.455829600432,974.1779070353764,974.1779070353764,6544.277922565056
NL,Incineration of waste: Paper,6375.496265716417,870.4301770226936,870.4301770226936,5505.066088693723
NL,Incineration of waste: Plastic,2377.4327733341624,144.15412259191416,144.15412259191416,2233.2786507422484
NL,Incineration of waste: Textiles,1418.5743196101678,190.4366058291119,190.4366058291119,1228.137713781056
NL,Incineration of waste: Wood,2305.7847698319533,163.27122613597953,163.27122613597953,2142.5135436959736
NL,Other Fossil,18964.799822547186,427.3174038412179,427.3174038412179,18537.482418705968
NL,Solar,62913.78818337785,0.0,0.0,62913.78818337785
NL,Wind,94877.76356683642,2641.4520171985428,2641.4520171985428,92236.31154963787
NL,Nuclear,12806.592706674308,356.988389055283,356.988389055283,12449.604317619025
NO,Bioenergy,667.6705070409372,9.266336042901742,9.266336042901742,658.4041709980354
NO,"Biogasification of sewage slugde, incl. land application",23.433511711157127,0.1565014883840604,0.1565014883840604,23.277010222773068
NO,Coal,72.12888673808223,0.0,0.0,72.12888673808223
NO,Gas,4099.226811745985,0.0,0.0,4099.226811745985
NO,Hydro,366335.3380082528,3402.325924558538,3402.325924558538,362933.0120836942
NO,Incineration of waste: Food,258.4171401583983,17.925615018178377,17.925615018178377,240.49152514021992
NO,Incineration of waste: Oil/Hazardous waste,243.80410137894785,10.69301146727122,10.69301146727122,233.11108991167663
NO,Incineration of waste: Paper,258.4171401583983,10.76231923943288,10.76231923943288,247.6548209189654
NO,Incineration of waste: Plastic,56.30003053983442,0.8995229549166552,0.8995229549166552,55.40050758491776
NO,Incineration of waste: Textiles,58.30337328801444,2.244210056130336,2.244210056130336,56.059163231884106
NO,Incineration of waste: Wood,73.8410088033615,2.5215089233816155,2.5215089233816155,71.31949987997989
NO,Other Fossil,2121.2988224143605,0.0,0.0,2121.2988224143605
NO,Solar,958.2680862763294,0.0,0.0,958.2680862763294
NO,Wind,37420.559153123744,179.87553284209758,179.87553284209758,37240.68362028165
PL,Bioenergy,22112.41867535437,578.0387633089634,578.0387633089634,21534.379912045406
PL,"Biogasification of food waste, incl. land application",26.52170664151176,0.1587502781877525,0.1587502781877525,26.362956363324006
PL,"Biogasification of paper, incl. land application",3.6835703669275337,0.0140339299955563,0.0140339299955563,3.6695364369319776
PL,"Biogasification of sewage slugde, incl. land application",1539.9541666592831,7.367558919730652,7.367558919730652,1532.5866077395524
PL,Coal,267851.8347611867,13392.591734890222,13392.591734890222,254459.24302629646
PL,Gas,44693.18525384059,2234.65926170711,2234.65926170711,42458.52599213348
PL,Hydro,6529.098729594532,1300.5612198386843,1300.5612198386843,5228.537509755848
PL,Incineration of waste: Food,29.981620286085107,24.002456161511816,24.002456161511816,5.979164124573291
PL,Incineration of waste: Oil/Hazardous waste,1070.8183108324672,556.1283696797565,556.1283696797565,514.6899411527107
PL,Incineration of waste: Paper,134.86526922466538,59.73962857399582,59.73962857399582,75.12564065066957
PL,Incineration of waste: Plastic,478.02604845523655,104.20008516453404,104.20008516453404,373.8259632907025
PL,Incineration of waste: Textiles,6.7643717377415555,3.0720000720775045,3.0720000720775045,3.692371665664051
PL,Incineration of waste: Wood,422.4994719566924,132.4727581310219,132.4727581310219,290.0267138256705
PL,Other Fossil,13120.241904560564,642.4613123199832,642.4613123199832,12477.78059224058
PL,Solar,30097.0946716547,0.0,0.0,30097.0946716547
PL,Wind,65511.141159274695,11797.753806849416,11797.753806849416,53713.38735242528
PT,Bioenergy,14401.56967874088,478.8678182405977,478.8678182405977,13922.701860500281
PT,"Biogasification of food waste, incl. land application",82.08108714552597,0.6358438646438505,0.6358438646438505,81.44524328088212
PT,"Biogasification of paper, incl. land application",11.400150994341836,0.0872893631983851,0.0872893631983851,11.31286163114345
PT,Gas,39474.52650013243,1014.634706467672,1014.634706467672,38459.891793664756
PT,Hydro,45626.170617553136,0.0,0.0,45626.170617553136
PT,Incineration of waste: Food,591.7393277598557,225.94605923768765,225.94605923768765,365.793268522168
PT,Incineration of waste: Oil/Hazardous waste,250.4698703309362,60.02740953115242,60.02740953115242,190.4424607997838
PT,Incineration of waste: Paper,615.0619251254222,148.21683393831432,148.21683393831432,466.8450911871079
PT,Incineration of waste: Plastic,237.07738048389933,23.678337953843023,23.678337953843023,213.3990425300563
PT,Incineration of waste: Textiles,133.5066199607122,29.974676831744365,29.974676831744365,103.53194312896782
PT,Incineration of waste: Wood,172.72008423046668,39.317810702881715,39.317810702881715,133.40227352758495
PT,Other Fossil,5479.710480838849,47.26241725669195,47.26241725669195,5432.448063582157
PT,Other Renewables,786.4756171125157,20.196211915484824,20.196211915484824,766.2794051970309
PT,Solar,19555.750365322074,489.611674916748,489.611674916748,19066.138690405325
PT,Wind,49818.02282239158,1199.1758293316764,1199.1758293316764,48618.8469930599
RO,Bioenergy,1296.3449528079184,0.0,0.0,1296.3449528079184
RO,"Biogasification of sewage slugde, incl. land application",90.90898102390636,0.5198341421684984,0.5198341421684984,90.38914688173787
RO,Coal,23500.456722291736,1175.0418556285697,1175.0418556285697,22325.414866663166
RO,Gas,26687.13583383897,1334.4091578297805,1334.4091578297805,25352.726676009188
RO,Hydro,52891.45148508802,2644.6307231644564,2644.6307231644564,50246.82076192357
RO,Incineration of waste: Food,0.1096781351330661,4.878576811293877,0.1096781351330661,0.0
RO,Incineration of waste: Oil/Hazardous waste,48.30019591581709,2261.5552122588665,48.30019591581709,0.0
RO,Incineration of waste: Paper,0.111743959292406,3.4796533821244484,0.111743959292406,0.0
RO,Incineration of waste: Plastic,0.0275005100470148,0.3279816614642558,0.0275005100470148,0.0
RO,Incineration of waste: Textiles,0.0247452825388613,0.7084926183526081,0.0247452825388613,0.0
RO,Incineration of waste: Wood,0.0328528473863251,0.7662049571504977,0.0328528473863251,0.0
RO,Other Fossil,2078.864527564988,103.94507487697922,103.94507487697922,1974.9194526880087
RO,Solar,6494.55610903848,324.73655316099735,324.73655316099735,6169.819555877482
RO,Wind,22011.589102634625,1100.6391098489248,1100.6391098489248,20910.9499927857
RO,Nuclear,32635.619061872578,1631.9317510914402,1631.9317510914402,31003.687310781137
RU,Bioenergy,157.04041611776506,0.0,0.0,157.04041611776506
RU,Coal,434657.9007838221,21732.895039191106,21732.895039191106,412925.005744631
RU,Gas,1104227.469178266,55211.373469687496,55211.373469687496,1049016.0957085784
RU,Hydro,431738.03072477377,21586.901536238685,21586.901536238685,410151.1291885351
RU,Incineration of waste: Food,1423.796062535935,286.7320323723956,286.7320323723956,1137.0640301635394
RU,Incineration of waste: Oil/Hazardous waste,415.2738516131317,41.71679455931499,41.71679455931499,373.5570570538167
RU,Incineration of waste: Paper,1423.796062535935,201.01384078917405,201.01384078917405,1222.782221746761
RU,Incineration of waste: Plastic,310.19522066807286,16.49003963517363,16.49003963517363,293.70518103289925
RU,Incineration of waste: Textiles,321.2330005803931,42.17929247949362,42.17929247949362,279.0537081008995
RU,Incineration of waste: Wood,406.84041909635766,51.57139223932831,51.57139223932831,355.26902685702936
RU,Other Fossil,48681.85240563537,2434.0926198742095,2434.0926198742095,46247.75978576116
RU,Other Renewables,985.271946846857,49.26359734234284,49.26359734234284,936.0083495045142
RU,Solar,5856.942386971388,0.0,0.0,5856.942386971388
RU,Wind,10325.684589069911,516.2842294534956,516.2842294534956,9809.400359616417
RU,Nuclear,469074.1826804913,23453.70913402456,23453.70913402456,445620.47354646673
SE,Bioenergy,39986.45536330576,73.93930951138702,73.93930951138702,39912.516053794374
SE,"Biogasification of food waste, incl. land application",66.77768137123903,0.869339145879399,0.869339145879399,65.90834222535963
SE,"Biogasification of paper, incl. land application",9.274677968620828,0.1162266078927738,0.1162266078927738,9.158451360728055
SE,"Biogasification of sewage slugde, incl. land application",881.1041970250851,9.093364148230874,9.093364148230874,872.0108328768542
SE,Coal,92.27643545378253,4.613796197737386,4.613796197737386,87.66263925604514
SE,Gas,526.3174466623151,12.1124488888214,12.1124488888214,514.2049977734937
SE,Hydro,226203.7197547964,5382.610230409584,5382.610230409584,220821.10952438682
SE,Incineration of waste: Food,1410.7720607105018,342.9537819171255,342.9537819171255,1067.8182787933763
SE,Incineration of waste: Oil/Hazardous waste,1840.319385469453,268.5070655152937,268.5070655152937,1571.8123199541592
SE,Incineration of waste: Paper,1410.7720607105018,225.43447985553453,225.43447985553453,1185.3375808549672
SE,Incineration of waste: Plastic,901.6070557144558,55.4109141788332,55.4109141788332,846.1961415356226
SE,Incineration of waste: Textiles,318.29456061856416,46.83420555290047,46.83420555290047,271.4603550656637
SE,Incineration of waste: Wood,1331.8060340692064,184.63601403800268,184.63601403800268,1147.1700200312036
SE,Other Fossil,7324.0148584242925,271.9382811709423,271.9382811709423,7052.0765772533505
SE,Solar,10642.548889002916,244.9259293230461,244.9259293230461,10397.62295967987
SE,Wind,117037.27896721414,2693.3692411297066,2693.3692411297066,114343.90972608443
SE,Nuclear,165653.28986832732,3812.193804175317,3812.193804175317,161841.096064152
SI,Bioenergy,1145.6409008665623,47.705335974209945,47.705335974209945,1097.9355648923524
SI,"Biogasification of sewage slugde, incl. land application",28.42311835419079,0.1664310423762947,0.1664310423762947,28.256687311814495
SI,Coal,12165.312808179966,593.9222439615361,593.9222439615361,11571.390564218429
SI,Gas,1926.7997388853432,95.14173743532383,95.14173743532383,1831.6580014500194
SI,Hydro,19398.729514559876,888.4760062508543,888.4760062508543,18510.253508309022
SI,Incineration of waste: Oil/Hazardous waste,476.1446881626261,336.02999504436417,336.02999504436417,140.11469311826193
SI,Incineration of waste: Paper,0.0657005695943065,0.0471900135568087,0.0471900135568087,0.018510556037497794
SI,Incineration of waste: Plastic,1.4533271563200718,0.3408805037863068,0.3408805037863068,1.112446652533765
SI,Incineration of waste: Wood,2.62919051452877,1.2899637358640026,1.2899637358640026,1.3392267786647676
SI,Other Fossil,73.37164756961228,0.0,0.0,73.37164756961228
SI,Solar,3803.2670684558184,190.0633381189392,190.0633381189392,3613.2037303368793
SI,Wind,24.61949122241019,0.0,0.0,24.61949122241019
SI,Nuclear,21648.329729458823,917.4148940394616,917.4148940394616,20730.91483541936
SK,Bioenergy,7265.531349291295,344.63220642444435,344.63220642444435,6920.8991428668505
SK,"Biogasification of sewage slugde, incl. land application",289.0889778907953,0.5302364404923547,0.5302364404923547,288.558741450303
SK,Coal,6273.842841219712,319.047460743051,319.047460743051,5954.795380476661
SK,Gas,11730.698776826046,598.9259700095326,598.9259700095326,11131.772806816512
SK,Hydro,24077.991444681054,1251.317496431304,1251.317496431304,22826.67394824975
SK,Incineration of waste: Food,137.3383037586891,38.56425442232638,38.56425442232638,98.77404933636274
SK,Incineration of waste: Oil/Hazardous waste,485.8488881463283,147.9335792075237,147.9335792075237,337.9153089388046
SK,Incineration of waste: Paper,148.32673244574912,31.81387583544832,31.81387583544832,116.51285661030079
SK,Incineration of waste: Plastic,53.4706942059908,5.799904700573675,5.799904700573675,47.670789505417126
SK,Incineration of waste: Textiles,30.985895077828346,4.897637164214338,4.897637164214338,26.088257913614008
SK,Incineration of waste: Wood,76.7602726812529,12.302887723284346,12.302887723284346,64.45738495796856
SK,Other Fossil,5215.356661619989,232.992936759211,232.992936759211,4982.363724860777
SK,Solar,3108.660867271028,163.19992429196915,163.19992429196915,2945.460942979059
SK,Wind,20.55312970096548,0.9213066350611364,0.9213066350611364,19.631823065904346
SK,Nuclear,94200.13170195,12115.256024765691,12115.256024765691,82084.8756771843
TR,Bioenergy,21340.597437472436,0.0,0.0,21340.597437472436
TR,"Biogasification of sewage slugde, incl. land application",222.85722702221648,0.5103861166027724,0.5103861166027724,222.3468409056137
TR,Coal,287544.8565824214,0.0,0.0,287544.8565824214
TR,Gas,170002.58829252323,7438.597058006343,7438.597058006343,162563.9912345169
TR,Hydro,156659.2705806599,8028.753040727142,8028.753040727142,148630.51753993277
TR,Incineration of waste: Oil/Hazardous waste,490.6207357550584,494.12317211005313,490.6207357550584,0.0
TR,Other Fossil,10273.483719323383,522.6361464361695,522.6361464361695,9750.847572887214
TR,Other Renewables,27174.634871242513,1358.7317435621255,1358.7317435621255,25815.903127680387
TR,Solar,54071.23219800602,0.0,0.0,54071.23219800602
TR,Wind,83488.97560963548,4174.448780481774,4174.448780481774,79314.5268291537
US,Bioenergy,179518.4890283499,0.0,0.0,179518.4890283499
US,"Biogasification of sewage slugde, incl. land application",55560.38626298939,571.9158371765893,571.9158371765893,54988.470425812804
US,Coal,2530093.895513852,140938.86005545614,140938.86005545614,2389155.035458396
US,Gas,6396923.264368003,357759.3027670422,357759.3027670422,6039163.961600961
US,Hydro,846236.1361672241,47258.20185750999,47258.20185750999,798977.9343097141
US,Incineration of waste: Food,9015.362605065502,6263.615018772272,6263.615018772272,2751.7475862932297
US,Incineration of waste: Oil/Hazardous waste,7326.426521485464,2420.274475514589,2420.274475514589,4906.152045970875
US,Incineration of waste: Paper,8824.260676581129,4174.092387974363,4174.092387974363,4650.168288606766
US,Incineration of waste: Plastic,30778.804807533543,5536.531150055328,5536.531150055328,25242.273657478214
US,Incineration of waste: Textiles,4393.859604303534,1966.990081721934,1966.990081721934,2426.8695225816
US,Incineration of waste: Wood,11754.33781106781,4672.457710546778,4672.457710546778,7081.880100521032
US,Other Fossil,196152.8785063827,11038.714593026363,11038.714593026363,185114.16391335634
US,Other Renewables,66873.54646375823,3743.522392777356,3743.522392777356,63130.02407098088
US,Solar,746010.8767341719,41656.75842284038,41656.75842284038,704354.1183113315
US,Wind,1460737.6842508365,81618.35395532892,81618.35395532892,1379119.3302955076
US,Nuclear,2771243.388861401,155541.49510936334,155541.49510936334,2615701.8937520375
WA,Bioenergy,54874.10396269917,0.0,0.0,54874.10396269917
WA,Coal,720423.0706004347,57938.86970987383,57938.86970987383,662484.2008905609
WA,Gas,933404.8408991854,46589.75459411184,46589.75459411184,886815.0863050736
WA,Hydro,522805.8612166845,25904.112717341977,25904.112717341977,496901.74849934253
WA,Incineration of waste: Food,1.5601253374867592,3971.136308621216,1.5601253374867592,0.0
WA,Incineration of waste: Oil/Hazardous waste,0.7564916210088816,1682.0890749495247,0.7564916210088816,0.0
WA,Incineration of waste: Paper,1.9601016801228133,892.347484885126,1.9601016801228133,0.0
WA,Incineration of waste: Plastic,0.6865326884903474,464.32183008108217,0.6865326884903474,0.0
WA,Incineration of waste: Textiles,0.4541948894708888,691.6185081913072,0.4541948894708888,0.0
WA,Incineration of waste: Wood,0.6398843183917484,1086.301921994567,0.6398843183917484,0.0
WA,Other Fossil,108119.8291538964,5376.113782312774,5376.113782312774,102743.71537158362
WA,Other Renewables,28121.16767201954,1396.319560983429,1396.319560983429,26724.84811103611
WA,Solar,84415.26832513433,3841.415963547619,3841.415963547619,80573.8523615867
WA,Wind,46313.94505011792,2277.5480599217267,2277.5480599217267,44036.3969901962
WA,Nuclear,39506.12656091232,1941.5749999170837,1941.5749999170837,37564.55156099524
WE,Bioenergy,5598.911362839512,0.0,0.0,5598.911362839512
WE,Coal,236641.53688905784,11832.076844452891,11832.076844452891,224809.46004460496
WE,Gas,164984.88897286454,8249.244446057935,8249.244446057935,156735.6445268066
WE,Hydro,209538.43373869944,10476.921686934971,10476.921686934971,199061.51205176447
WE,Incineration of waste: Oil/Hazardous waste,139.32019154180242,1371.9751457247846,139.32019154180242,0.0
WE,Incineration of waste: Textiles,0.0052794958087365,0.0674187431256985,0.0052794958087365,0.0
WE,Other Fossil,15139.119221736702,756.859919077438,756.859919077438,14382.259302659264
WE,Other Renewables,21795.521162955298,1089.7760581477648,1089.7760581477648,20705.745104807535
WE,Solar,21253.8935429469,1062.694677147345,1062.694677147345,20191.198865799553
WE,Wind,13460.195891132804,508.25364777093966,508.25364777093966,12951.942243361864
WE,Nuclear,231498.9394567757,3103.943175281496,3103.943175281496,228394.9962814942
WF,Bioenergy,5232.0481594755565,35.46575700389082,35.46575700389082,5196.582402471666
WF,"Biogasification of food waste, incl. land application",2.607726011631811,1.181093114712324,1.181093114712324,1.426632896919487
WF,"Biogasification of paper, incl. land application",0.5322744474660014,0.1716485703973158,0.1716485703973158,0.3606258770686856
WF,"Biogasification of sewage slugde, incl. land application",16.70227147070357,6.046327264668418,6.046327264668418,10.655944206035155
WF,Coal,74937.2665908413,0.0,0.0,74937.2665908413
WF,Gas,450810.1470642198,22475.192033231993,22475.192033231993,428334.9550309878
WF,Hydro,291110.0192909277,14819.210551779644,14819.210551779644,276290.808739148
WF,Incineration of waste: Food,1.7600866633941472,319.1054342652471,1.7600866633941472,0.0
WF,Incineration of waste: Oil/Hazardous waste,1.582903030653683,140.9572249349031,1.582903030653683,0.0
WF,Incineration of waste: Paper,2.315103589085884,66.3239721022036,2.315103589085884,0.0
WF,Incineration of waste: Plastic,1.747970218932271,85.55182902764416,1.747970218932271,0.0
WF,Incineration of waste: Textiles,0.5228630686164712,0.0,0.0,0.5228630686164712
WF,Incineration of waste: Wood,0.9147372634006052,30.50585991386042,0.9147372634006052,0.0
WF,Other Fossil,89573.65532546105,3605.065019937517,3605.065019937517,85968.59030552352
WF,Other Renewables,12423.98933921586,621.3585320031617,621.3585320031617,11802.630807212698
WF,Solar,15346.191099112746,0.0,0.0,15346.191099112746
WF,Wind,21295.776797278588,1065.1784310244084,1065.1784310244084,20230.59836625418
WL,Bioenergy,68795.23213067485,0.3935863883646588,0.3935863883646588,68794.83854428648
WL,"Biogasification of food waste, incl. land application",0.009874622217521,0.0899049698991378,0.009874622217521,0.0
WL,"Biogasification of paper, incl. land application",0.0104167387453923,0.092879256954877,0.0104167387453923,0.0
WL,"Biogasification of sewage slugde, incl. land application",1.9842676451616963,14.657652151576604,1.9842676451616963,0.0
WL,Coal,107188.49481418166,4905.91677510687,4905.91677510687,102282.57803907478
WL,Gas,527582.7831827584,23818.7372954736,23818.7372954736,503764.0458872848
WL,Hydro,911914.0347989564,42642.52370142939,42642.52370142939,869271.511097527
WL,Incineration of waste: Food,0.1699089445105077,20.28030526807285,0.1699089445105077,0.0
